data,valor
2010-09-14,2.224
2010-09-15,2.2359
2010-09-16,2.2482
2010-09-17,2.2398
2010-09-20,2.2472
2010-09-21,2.2853
2010-09-22,2.3006
2010-09-23,2.2908
2010-09-24,2.3086
2010-09-27,2.3059
2010-09-28,2.3209
2010-09-29,2.3243
2010-09-30,2.3104
2010-10-01,2.3167
2010-10-04,2.3091
2010-10-05,2.3282
2010-10-06,2.3357
2010-10-07,2.3342
2010-10-08,2.3395
2010-10-11,2.3097
2010-10-13,2.3106
2010-10-14,2.3339
2010-10-15,2.3186
2010-10-18,2.3345
2010-10-19,2.3161
2010-10-20,2.3377
2010-10-21,2.3531
2010-10-22,2.3682
2010-10-25,2.3799
2010-10-26,2.3589
2010-10-27,2.3486
2010-10-28,2.3839
2010-10-29,2.3666
2010-11-01,2.3671
2010-11-03,2.3764
2010-11-04,2.3905
2010-11-05,2.3621
2010-11-08,2.3668
2010-11-09,2.3483
2010-11-10,2.3517
2010-11-11,2.3434
2010-11-12,2.3548
2010-11-16,2.3305
2010-11-17,2.3404
2010-11-18,2.3369
2010-11-19,2.3473
2010-11-22,2.3412
2010-11-23,2.3227
2010-11-24,2.3028
2010-11-25,2.3003
2010-11-26,2.2892
2010-11-29,2.2632
2010-11-30,2.2364
2010-12-01,2.2348
2010-12-02,2.2471
2010-12-03,2.2637
2010-12-06,2.241
2010-12-07,2.2273
2010-12-08,2.2382
2010-12-09,2.2548
2010-12-10,2.2646
2010-12-13,2.2864
2010-12-14,2.2744
2010-12-15,2.2533
2010-12-16,2.2504
2010-12-17,2.2501
2010-12-20,2.2412
2010-12-21,2.2209
2010-12-22,2.2172
2010-12-23,2.228
2010-12-24,2.2165
2010-12-27,2.2241
2010-12-28,2.2111
2010-12-29,2.2221
2010-12-30,2.213
2010-12-31,2.228
2011-01-03,2.2099
2011-01-04,2.2054
2011-01-05,2.2014
2011-01-06,2.1926
2011-01-07,2.1801
2011-01-10,2.1894
2011-01-11,2.1899
2011-01-12,2.2021
2011-01-13,2.2326
2011-01-14,2.2479
2011-01-17,2.2368
2011-01-18,2.2388
2011-01-19,2.2546
2011-01-20,2.248
2011-01-21,2.2737
2011-01-24,2.2829
2011-01-25,2.2839
2011-01-26,2.281
2011-01-27,2.292
2011-01-28,2.2812
2011-01-31,2.2912
2011-02-01,2.3006
2011-02-02,2.2989
2011-02-03,2.2766
2011-02-04,2.274
2011-02-07,2.2753
2011-02-08,2.2804
2011-02-09,2.2849
2011-02-10,2.272
2011-02-11,2.2557
2011-02-14,2.2494
2011-02-15,2.2536
2011-02-16,2.2672
2011-02-17,2.2669
2011-02-18,2.2824
2011-02-21,2.2795
2011-02-22,2.2792
2011-02-23,2.2975
2011-02-24,2.2962
2011-02-25,2.2851
2011-02-28,2.2916
2011-03-01,2.2934
2011-03-02,2.3011
2011-03-03,2.308
2011-03-04,2.3029
2011-03-09,2.3034
2011-03-10,2.2921
2011-03-11,2.3134
2011-03-14,2.3285
2011-03-15,2.3369
2011-03-16,2.3167
2011-03-17,2.348
2011-03-18,2.3677
2011-03-21,2.3691
2011-03-22,2.3646
2011-03-23,2.3469
2011-03-24,2.3532
2011-03-25,2.3328
2011-03-28,2.3417
2011-03-29,2.3313
2011-03-30,2.3113
2011-03-31,2.3129
2011-04-01,2.3038
2011-04-04,2.2918
2011-04-05,2.2882
2011-04-06,2.3081
2011-04-07,2.279
2011-04-08,2.2756
2011-04-11,2.2805
2011-04-12,2.2983
2011-04-13,2.2922
2011-04-14,2.2957
2011-04-15,2.2758
2011-04-18,2.2646
2011-04-19,2.2643
2011-04-20,2.282
2011-04-25,2.2926
2011-04-26,2.2922
2011-04-27,2.3181
2011-04-28,2.3493
2011-04-29,2.3326
2011-05-02,2.337
2011-05-03,2.3557
2011-05-04,2.3793
2011-05-05,2.3545
2011-05-06,2.31
2011-05-09,2.3239
2011-05-10,2.3151
2011-05-11,2.2986
2011-05-12,2.3077
2011-05-13,2.3029
2011-05-16,2.3157
2011-05-17,2.3163
2011-05-18,2.302
2011-05-19,2.3137
2011-05-20,2.2947
2011-05-23,2.296
2011-05-24,2.2953
2011-05-25,2.2976
2011-05-26,2.2891
2011-05-27,2.2928
2011-05-30,2.2782
2011-05-31,2.2733
2011-06-01,2.2791
2011-06-02,2.2889
2011-06-03,2.3024
2011-06-06,2.3032
2011-06-07,2.3149
2011-06-08,2.3054
2011-06-09,2.3049
2011-06-10,2.2874
2011-06-13,2.2895
2011-06-14,2.2858
2011-06-15,2.2619
2011-06-16,2.2823
2011-06-17,2.2834
2011-06-20,2.2831
2011-06-21,2.2922
2011-06-22,2.2814
2011-06-24,2.2649
2011-06-27,2.2797
2011-06-28,2.2728
2011-06-29,2.2692
2011-06-30,2.2667
2011-07-01,2.2631
2011-07-04,2.2625
2011-07-05,2.2628
2011-07-06,2.2437
2011-07-07,2.2354
2011-07-08,2.228
2011-07-11,2.2163
2011-07-12,2.2101
2011-07-13,2.2333
2011-07-14,2.2301
2011-07-15,2.2317
2011-07-18,2.2226
2011-07-19,2.2222
2011-07-20,2.2212
2011-07-21,2.2379
2011-07-22,2.2332
2011-07-25,2.2179
2011-07-26,2.2247
2011-07-27,2.2476
2011-07-28,2.2384
2011-07-29,2.2394
2011-08-01,2.2096
2011-08-02,2.2283
2011-08-03,2.2411
2011-08-04,2.2299
2011-08-05,2.2499
2011-08-08,2.2783
2011-08-09,2.3271
2011-08-10,2.2973
2011-08-11,2.3195
2011-08-12,2.3009
2011-08-15,2.3058
2011-08-16,2.2954
2011-08-17,2.2847
2011-08-18,2.3001
2011-08-19,2.2992
2011-08-22,2.3024
2011-08-23,2.3142
2011-08-24,2.3093
2011-08-25,2.3229
2011-08-26,2.3315
2011-08-29,2.3178
2011-08-30,2.2957
2011-08-31,2.2864
2011-09-01,2.2912
2011-09-02,2.3214
2011-09-05,2.3303
2011-09-06,2.3208
2011-09-08,2.3103
2011-09-09,2.2917
2011-09-12,2.304
2011-09-13,2.3418
2011-09-14,2.3705
2011-09-15,2.3712
2011-09-16,2.3603
2011-09-19,2.4227
2011-09-20,2.4475
2011-09-21,2.5086
2011-09-22,2.5565
2011-09-23,2.5322
2011-09-26,2.4934
2011-09-27,2.45
2011-09-28,2.4716
2011-09-29,2.4945
2011-09-30,2.4938
2011-10-03,2.4989
2011-10-04,2.5073
2011-10-05,2.4598
2011-10-06,2.4295
2011-10-07,2.387
2011-10-10,2.392
2011-10-11,2.4119
2011-10-13,2.4079
2011-10-14,2.4083
2011-10-17,2.4072
2011-10-18,2.4261
2011-10-19,2.4299
2011-10-20,2.4409
2011-10-21,2.4739
2011-10-24,2.4671
2011-10-25,2.4402
2011-10-26,2.4328
2011-10-27,2.4496
2011-10-28,2.4084
2011-10-31,2.361
2011-11-01,2.3929
2011-11-03,2.3753
2011-11-04,2.3923
2011-11-07,2.4168
2011-11-08,2.416
2011-11-09,2.3792
2011-11-10,2.3921
2011-11-11,2.4017
2011-11-14,2.4041
2011-11-16,2.4014
2011-11-17,2.4002
2011-11-18,2.3993
2011-11-21,2.4294
2011-11-22,2.4431
2011-11-23,2.465
2011-11-24,2.4876
2011-11-25,2.5122
2011-11-28,2.4868
2011-11-29,2.4664
2011-11-30,2.4416
2011-12-01,2.4174
2011-12-02,2.4049
2011-12-05,2.4017
2011-12-06,2.3971
2011-12-07,2.4057
2011-12-08,2.3915
2011-12-09,2.4242
2011-12-12,2.4129
2011-12-13,2.4296
2011-12-14,2.4316
2011-12-15,2.4255
2011-12-16,2.4054
2011-12-19,2.4251
2011-12-20,2.4282
2011-12-21,2.4199
2011-12-22,2.4241
2011-12-23,2.4199
2011-12-26,2.4273
2011-12-27,2.4285
2011-12-28,2.4204
2011-12-29,2.423
2011-12-30,2.4342
2012-01-02,2.4165
2012-01-03,2.4057
2012-01-04,2.3677
2012-01-05,2.3511
2012-01-06,2.3458
2012-01-09,2.3493
2012-01-10,2.307
2012-01-11,2.2881
2012-01-12,2.2907
2012-01-13,2.2636
2012-01-16,2.2607
2012-01-17,2.2594
2012-01-18,2.2842
2012-01-19,2.275
2012-01-20,2.2835
2012-01-23,2.2846
2012-01-24,2.2891
2012-01-25,2.2835
2012-01-26,2.2896
2012-01-27,2.29
2012-01-30,2.2953
2012-01-31,2.2854
2012-02-01,2.2886
2012-02-02,2.2775
2012-02-03,2.2569
2012-02-06,2.2546
2012-02-07,2.2771
2012-02-08,2.2807
2012-02-09,2.293
2012-02-10,2.2745
2012-02-13,2.2709
2012-02-14,2.2605
2012-02-15,2.2465
2012-02-16,2.259
2012-02-17,2.2577
2012-02-22,2.2633
2012-02-23,2.2636
2012-02-24,2.3002
2012-02-27,2.2891
2012-02-28,2.2853
2012-02-29,2.2866
2012-03-01,2.2865
2012-03-02,2.2775
2012-03-05,2.291
2012-03-06,2.3028
2012-03-07,2.3219
2012-03-08,2.3482
2012-03-09,2.3314
2012-03-12,2.3858
2012-03-13,2.373
2012-03-14,2.3632
2012-03-15,2.3534
2012-03-16,2.3733
2012-03-19,2.3955
2012-03-20,2.4138
2012-03-21,2.4098
2012-03-22,2.4086
2012-03-23,2.4131
2012-03-26,2.4179
2012-03-27,2.4187
2012-03-28,2.4238
2012-03-29,2.4318
2012-03-30,2.43
2012-04-02,2.4403
2012-04-03,2.4348
2012-04-04,2.4045
2012-04-05,2.391
2012-04-09,2.3891
2012-04-10,2.394
2012-04-11,2.3986
2012-04-12,2.4067
2012-04-13,2.4024
2012-04-16,2.401
2012-04-17,2.4219
2012-04-18,2.4528
2012-04-19,2.4778
2012-04-20,2.482
2012-04-23,2.4765
2012-04-24,2.4799
2012-04-25,2.4842
2012-04-26,2.4963
2012-04-27,2.4977
2012-04-30,2.5025
2012-05-02,2.5187
2012-05-03,2.5345
2012-05-04,2.5146
2012-05-07,2.5151
2012-05-08,2.5211
2012-05-09,2.5362
2012-05-10,2.5373
2012-05-11,2.5246
2012-05-14,2.552
2012-05-15,2.547
2012-05-16,2.5427
2012-05-17,2.5384
2012-05-18,2.5565
2012-05-21,2.6016
2012-05-22,2.6098
2012-05-23,2.6162
2012-05-24,2.5651
2012-05-25,2.5074
2012-05-28,2.4806
2012-05-29,2.4894
2012-05-30,2.4915
2012-05-31,2.5002
2012-06-01,2.5273
2012-06-04,2.55
2012-06-05,2.5209
2012-06-06,2.5297
2012-06-08,2.5403
2012-06-11,2.5439
2012-06-12,2.5662
2012-06-13,2.5949
2012-06-14,2.6085
2012-06-15,2.5828
2012-06-18,2.5953
2012-06-19,2.5947
2012-06-20,2.5778
2012-06-21,2.5633
2012-06-22,2.579
2012-06-25,2.5852
2012-06-26,2.5875
2012-06-27,2.5868
2012-06-28,2.599
2012-06-29,2.5606
2012-07-02,2.5033
2012-07-03,2.5099
2012-07-04,2.531
2012-07-05,2.5132
2012-07-06,2.5003
2012-07-09,2.498
2012-07-10,2.4917
2012-07-11,2.487
2012-07-12,2.4977
2012-07-13,2.4879
2012-07-16,2.5
2012-07-17,2.4901
2012-07-18,2.4838
2012-07-19,2.4807
2012-07-20,2.463
2012-07-23,2.4748
2012-07-24,2.4622
2012-07-25,2.4757
2012-07-26,2.4877
2012-07-27,2.495
2012-07-30,2.4887
2012-07-31,2.5242
2012-08-01,2.5129
2012-08-02,2.4877
2012-08-03,2.5168
2012-08-06,2.5193
2012-08-07,2.5195
2012-08-08,2.5068
2012-08-09,2.4779
2012-08-10,2.4813
2012-08-13,2.5004
2012-08-14,2.4978
2012-08-15,2.4866
2012-08-16,2.4976
2012-08-17,2.4854
2012-08-20,2.4944
2012-08-21,2.5158
2012-08-22,2.5206
2012-08-23,2.5467
2012-08-24,2.5386
2012-08-27,2.5397
2012-08-28,2.5674
2012-08-29,2.5716
2012-08-30,2.5637
2012-08-31,2.562
2012-09-03,2.5614
2012-09-04,2.5625
2012-09-05,2.5691
2012-09-06,2.5739
2012-09-10,2.5898
2012-09-11,2.5971
2012-09-12,2.6049
2012-09-13,2.615
2012-09-14,2.6465
2012-09-17,2.666
2012-09-18,2.6462
2012-09-19,2.6448
2012-09-20,2.6239
2012-09-21,2.6296
2012-09-24,2.617
2012-09-25,2.6215
2012-09-26,2.6146
2012-09-27,2.6152
2012-09-28,2.6109
2012-10-01,2.6135
2012-10-02,2.6246
2012-10-03,2.6163
2012-10-04,2.6291
2012-10-05,2.6437
2012-10-08,2.6358
2012-10-09,2.6186
2012-10-10,2.6263
2012-10-11,2.6345
2012-10-15,2.6395
2012-10-16,2.6525
2012-10-17,2.6707
2012-10-18,2.6605
2012-10-19,2.6398
2012-10-22,2.6488
2012-10-23,2.6299
2012-10-24,2.6279
2012-10-25,2.6256
2012-10-26,2.6206
2012-10-29,2.6194
2012-10-30,2.6343
2012-10-31,2.6348
2012-11-01,2.6332
2012-11-05,2.6007
2012-11-06,2.6057
2012-11-07,2.5927
2012-11-08,2.5959
2012-11-09,2.6079
2012-11-12,2.6045
2012-11-13,2.6176
2012-11-14,2.629
2012-11-16,2.6371
2012-11-19,2.6529
2012-11-20,2.6675
2012-11-21,2.6837
2012-11-22,2.6924
2012-11-23,2.7167
2012-11-26,2.695
2012-11-27,2.6855
2012-11-28,2.6968
2012-11-29,2.7301
2012-11-30,2.7394
2012-12-03,2.755
2012-12-04,2.7586
2012-12-05,2.752
2012-12-06,2.7099
2012-12-07,2.6839
2012-12-10,2.6924
2012-12-11,2.6962
2012-12-13,2.7134
2012-12-14,2.7275
2012-12-17,2.7538
2012-12-18,2.7633
2012-12-19,2.7621
2012-12-20,2.7382
2012-12-21,2.7336
2012-12-24,2.7461
2012-12-26,2.7264
2012-12-27,2.7175
2012-12-28,2.7033
2012-12-31,2.6954
2013-01-02,2.7064
2013-01-03,2.6812
2013-01-04,2.6679
2013-01-07,2.6519
2013-01-08,2.6548
2013-01-09,2.664
2013-01-10,2.6848
2013-01-11,2.7137
2013-01-14,2.7154
2013-01-15,2.7163
2013-01-16,2.7091
2013-01-17,2.7236
2013-01-18,2.7232
2013-01-21,2.7181
2013-01-22,2.7255
2013-01-23,2.7195
2013-01-24,2.7149
2013-01-25,2.7332
2013-01-28,2.7261
2013-01-29,2.6847
2013-01-30,2.6966
2013-01-31,2.6987
2013-02-01,2.6981
2013-02-04,2.6999
2013-02-05,2.6905
2013-02-06,2.6895
2013-02-07,2.6579
2013-02-08,2.6287
2013-02-13,2.6456
2013-02-14,2.6238
2013-02-15,2.6158
2013-02-18,2.6271
2013-02-19,2.6176
2013-02-20,2.6167
2013-02-21,2.6078
2013-02-22,2.5936
2013-02-25,2.6002
2013-02-26,2.5904
2013-02-27,2.5963
2013-02-28,2.5832
2013-03-01,2.5771
2013-03-04,2.5795
2013-03-05,2.5652
2013-03-06,2.5575
2013-03-07,2.5698
2013-03-08,2.5347
2013-03-11,2.5449
2013-03-12,2.5502
2013-03-13,2.5407
2013-03-14,2.5539
2013-03-15,2.5804
2013-03-18,2.5751
2013-03-19,2.5555
2013-03-20,2.5729
2013-03-21,2.5761
2013-03-22,2.6158
2013-03-25,2.595
2013-03-26,2.5828
2013-03-27,2.58
2013-03-28,2.5853
2013-04-01,2.5953
2013-04-02,2.5904
2013-04-03,2.6001
2013-04-04,2.5966
2013-04-05,2.6102
2013-04-08,2.5889
2013-04-09,2.6006
2013-04-10,2.587
2013-04-11,2.5902
2013-04-12,2.5873
2013-04-15,2.5885
2013-04-16,2.6149
2013-04-17,2.6022
2013-04-18,2.6353
2013-04-19,2.6248
2013-04-22,2.6307
2013-04-23,2.6245
2013-04-24,2.6311
2013-04-25,2.6165
2013-04-26,2.6049
2013-04-29,2.6179
2013-04-30,2.6364
2013-05-02,2.6258
2013-05-03,2.6348
2013-05-06,2.6321
2013-05-07,2.6312
2013-05-08,2.6398
2013-05-09,2.6279
2013-05-10,2.6209
2013-05-13,2.6157
2013-05-14,2.602
2013-05-15,2.6022
2013-05-16,2.6126
2013-05-17,2.6092
2013-05-20,2.6158
2013-05-21,2.6341
2013-05-22,2.6228
2013-05-23,2.6571
2013-05-24,2.6477
2013-05-27,2.6554
2013-05-28,2.6535
2013-05-29,2.7043
2013-05-31,2.7676
2013-06-03,2.7964
2013-06-04,2.7824
2013-06-05,2.7794
2013-06-06,2.8152
2013-06-07,2.8294
2013-06-10,2.8461
2013-06-11,2.8578
2013-06-12,2.8609
2013-06-13,2.8555
2013-06-14,2.8478
2013-06-17,2.8732
2013-06-18,2.9099
2013-06-19,2.9143
2013-06-20,2.9766
2013-06-21,2.9701
2013-06-24,2.9477
2013-06-25,2.902
2013-06-26,2.8581
2013-06-27,2.8437
2013-06-28,2.8827
2013-07-01,2.9122
2013-07-02,2.9174
2013-07-03,2.9436
2013-07-04,2.9188
2013-07-05,2.9056
2013-07-08,2.9051
2013-07-09,2.8907
2013-07-10,2.9161
2013-07-11,2.9585
2013-07-12,2.958
2013-07-15,2.94
2013-07-16,2.9379
2013-07-17,2.9294
2013-07-18,2.916
2013-07-19,2.9391
2013-07-22,2.9534
2013-07-23,2.9424
2013-07-24,2.9562
2013-07-25,2.9773
2013-07-26,2.9851
2013-07-29,2.9986
2013-07-30,3.0163
2013-07-31,3.0452
2013-08-01,3.0285
2013-08-02,3.0432
2013-08-05,3.0504
2013-08-06,3.0516
2013-08-07,3.0692
2013-08-08,3.0641
2013-08-09,3.0344
2013-08-12,3.025
2013-08-13,3.0512
2013-08-14,3.0645
2013-08-15,3.1088
2013-08-16,3.1396
2013-08-19,3.2009
2013-08-20,3.2146
2013-08-21,3.2312
2013-08-22,3.2682
2013-08-23,3.1964
2013-08-26,3.1691
2013-08-27,3.2126
2013-08-28,3.1341
2013-08-29,3.1191
2013-08-30,3.1308
2013-09-02,3.1187
2013-09-03,3.146
2013-09-04,3.1103
2013-09-05,3.0588
2013-09-06,3.0256
2013-09-09,3.0321
2013-09-10,3.0207
2013-09-11,3.052
2013-09-12,3.0317
2013-09-13,3.0256
2013-09-16,3.0234
2013-09-17,3.021
2013-09-18,3.0025
2013-09-19,2.981
2013-09-20,2.9827
2013-09-23,2.9734
2013-09-24,2.9718
2013-09-25,3.0082
2013-09-26,3.0054
2013-09-27,3.0557
2013-09-30,3.0181
2013-10-01,2.9948
2013-10-02,3.0024
2013-10-03,3.0109
2013-10-04,2.9954
2013-10-07,2.997
2013-10-08,2.9904
2013-10-09,2.9802
2013-10-10,2.9576
2013-10-11,2.9589
2013-10-14,2.9632
2013-10-15,2.9441
2013-10-16,2.9182
2013-10-17,2.9527
2013-10-18,2.9601
2013-10-21,2.9729
2013-10-22,2.9972
2013-10-23,3.0083
2013-10-24,3.0371
2013-10-25,3.0137
2013-10-28,3.0123
2013-10-29,3.01
2013-10-30,3.0131
2013-10-31,2.9995
2013-11-01,3.0339
2013-11-04,3.0298
2013-11-05,3.0627
2013-11-06,3.0853
2013-11-07,3.0512
2013-11-08,3.0941
2013-11-11,3.102
2013-11-12,3.1424
2013-11-13,3.1145
2013-11-14,3.1335
2013-11-18,3.0902
2013-11-19,3.0594
2013-11-20,3.0755
2013-11-21,3.1046
2013-11-22,3.101
2013-11-25,3.0892
2013-11-26,3.1159
2013-11-27,3.1315
2013-11-28,3.1577
2013-11-29,3.1626
2013-12-02,3.1738
2013-12-03,3.1994
2013-12-04,3.2184
2013-12-05,3.2396
2013-12-06,3.2175
2013-12-09,3.1879
2013-12-10,3.1851
2013-12-11,3.2074
2013-12-12,3.2153
2013-12-13,3.2039
2013-12-16,3.1999
2013-12-17,3.1894
2013-12-18,3.2041
2013-12-19,3.2156
2013-12-20,3.2572
2013-12-23,3.2475
2013-12-24,3.2234
2013-12-26,3.2176
2013-12-27,3.2485
2013-12-30,3.2319
2013-12-31,3.2265
2014-01-02,3.2721
2014-01-03,3.2316
2014-01-06,3.2403
2014-01-07,3.2194
2014-01-08,3.2344
2014-01-09,3.2519
2014-01-10,3.258
2014-01-13,3.2079
2014-01-14,3.2289
2014-01-15,3.1896
2014-01-16,3.227
2014-01-17,3.2048
2014-01-20,3.1649
2014-01-21,3.1956
2014-01-22,3.2008
2014-01-23,3.2474
2014-01-24,3.3018
2014-01-27,3.2866
2014-01-28,3.3038
2014-01-29,3.3341
2014-01-30,3.2899
2014-01-31,3.2726
2014-02-03,3.2493
2014-02-04,3.2668
2014-02-05,3.2658
2014-02-06,3.2717
2014-02-07,3.236
2014-02-10,3.2637
2014-02-11,3.2861
2014-02-12,3.2697
2014-02-13,3.3131
2014-02-14,3.2747
2014-02-17,3.2709
2014-02-18,3.2986
2014-02-19,3.2995
2014-02-20,3.2636
2014-02-21,3.2475
2014-02-24,3.2114
2014-02-25,3.2092
2014-02-26,3.2057
2014-02-27,3.2065
2014-02-28,3.2231
2014-03-05,3.1922
2014-03-06,3.1964
2014-03-07,3.2414
2014-03-10,3.2493
2014-03-11,3.2533
2014-03-12,3.2882
2014-03-13,3.2714
2014-03-14,3.2921
2014-03-17,3.2754
2014-03-18,3.2726
2014-03-19,3.2461
2014-03-20,3.228
2014-03-21,3.2041
2014-03-24,3.205
2014-03-25,3.186
2014-03-26,3.1874
2014-03-27,3.1368
2014-03-28,3.1088
2014-03-31,3.1175
2014-04-01,3.1225
2014-04-02,3.1253
2014-04-03,3.1272
2014-04-04,3.0724
2014-04-07,3.0689
2014-04-08,3.0331
2014-04-09,3.0549
2014-04-10,3.0547
2014-04-11,3.0658
2014-04-14,3.0548
2014-04-15,3.073
2014-04-16,3.0881
2014-04-17,3.1099
2014-04-22,3.0989
2014-04-23,3.0988
2014-04-24,3.0743
2014-04-25,3.0896
2014-04-28,3.0969
2014-04-29,3.0655
2014-04-30,3.1011
2014-05-02,3.0807
2014-05-06,3.1081
2014-05-07,3.1008
2014-05-08,3.0656
2014-05-09,3.0543
2014-05-12,3.0498
2014-05-13,3.0307
2014-05-14,3.0361
2014-05-15,3.0398
2014-05-16,3.0308
2014-05-19,3.0334
2014-05-20,3.036
2014-05-21,3.021
2014-05-22,3.0215
2014-05-23,3.0236
2014-05-26,3.0313
2014-05-27,3.0446
2014-05-28,3.0462
2014-05-29,3.0279
2014-05-30,3.0538
2014-06-02,3.0806
2014-06-03,3.0866
2014-06-04,3.1056
2014-06-05,3.0906
2014-06-06,3.0615
2014-06-09,3.0352
2014-06-10,3.0195
2014-06-11,3.0188
2014-06-12,3.0231
2014-06-13,3.022
2014-06-16,3.0297
2014-06-17,3.0457
2014-06-18,3.0572
2014-06-20,3.0403
2014-06-23,3.0172
2014-06-24,3.0193
2014-06-25,3.0077
2014-06-26,3.0063
2014-06-27,2.9956
2014-06-30,3.015
2014-07-01,3.0172
2014-07-02,3.0228
2014-07-03,3.0327
2014-07-04,3.0098
2014-07-07,3.02
2014-07-08,3.0155
2014-07-09,3.0175
2014-07-10,3.0245
2014-07-11,3.0228
2014-07-14,3.0204
2014-07-15,3.013
2014-07-16,3.0027
2014-07-17,3.0313
2014-07-18,3.0227
2014-07-21,3.0075
2014-07-22,2.9806
2014-07-23,2.9886
2014-07-24,2.9907
2014-07-25,2.9944
2014-07-28,2.9976
2014-07-29,2.9879
2014-07-30,3.003
2014-07-31,3.036
2014-08-01,3.0375
2014-08-04,3.0287
2014-08-05,3.0416
2014-08-06,3.0436
2014-08-07,3.0468
2014-08-08,3.0831
2014-08-11,3.0494
2014-08-12,3.0416
2014-08-13,3.0335
2014-08-14,3.0368
2014-08-15,3.0391
2014-08-18,3.0182
2014-08-19,3.009
2014-08-20,2.9958
2014-08-21,3.0005
2014-08-22,3.0154
2014-08-25,3.012
2014-08-26,3.0002
2014-08-27,2.9802
2014-08-28,2.9654
2014-08-29,2.9453
2014-09-01,2.9359
2014-09-02,2.9557
2014-09-03,2.9318
2014-09-04,2.89
