data,valor
2010-01-04,2.48647
2010-01-05,2.47647
2010-01-06,2.49455
2010-01-07,2.49253
2010-01-08,2.50858
2010-01-11,2.51504
2010-01-12,2.52684
2010-01-13,2.5279
2010-01-14,2.56051
2010-01-15,2.54649
2010-01-18,2.55136
2010-01-19,2.53576
2010-01-20,2.51857
2010-01-21,2.52624
2010-01-22,2.57595
2010-01-25,2.57509
2010-01-26,2.58846
2010-01-27,2.59661
2010-01-28,2.59545
2010-01-29,2.60297
2010-02-01,2.61386
2010-02-02,2.56599
2010-02-03,2.55145
2010-02-04,2.5764
2010-02-05,2.55337
2010-02-08,2.56202
2010-02-09,2.55712
2010-02-10,2.54132
2010-02-11,2.53267
2010-02-12,2.54039
2010-02-17,2.49418
2010-02-18,2.48271
2010-02-19,2.46037
2010-02-22,2.45408
2010-02-23,2.45771
2010-02-24,2.46378
2010-02-25,2.48761
2010-02-26,2.46694
2010-03-01,2.44156
2010-03-02,2.42666
2010-03-03,2.44653
2010-03-04,2.42758
2010-03-05,2.42651
2010-03-08,2.42963
2010-03-09,2.43552
2010-03-10,2.42063
2010-03-11,2.41943
2010-03-12,2.4272
2010-03-15,2.41273
2010-03-16,2.43261
2010-03-17,2.42374
2010-03-18,2.43067
2010-03-19,2.43061
2010-03-22,2.44361
2010-03-23,2.40689
2010-03-24,2.38633
2010-03-25,2.39344
2010-03-26,2.44459
2010-03-29,2.4334
2010-03-30,2.409
2010-03-31,2.4076
2010-04-01,2.4041
2010-04-05,2.3692
2010-04-06,2.3596
2010-04-07,2.3588
2010-04-08,2.3778
2010-04-09,2.3925
2010-04-12,2.3915
2010-04-13,2.3912
2010-04-14,2.3823
2010-04-15,2.3726
2010-04-16,2.3717
2010-04-19,2.3705
2010-04-20,2.3523
2010-04-22,2.3462
2010-04-23,2.3572
2010-04-26,2.3287
2010-04-27,2.3232
2010-04-28,2.3178
2010-04-29,2.2926
2010-04-30,2.3039
2010-05-03,2.2859
2010-05-04,2.2842
2010-05-05,2.2899
2010-05-06,2.3116
2010-05-07,2.3319
2010-05-10,2.2791
2010-05-11,2.2652
2010-05-12,2.2379
2010-05-13,2.2258
2010-05-14,2.2247
2010-05-17,2.2342
2010-05-18,2.1862
2010-05-19,2.2748
2010-05-20,2.344
2010-05-21,2.3522
2010-05-24,2.2956
2010-05-25,2.3186
2010-05-26,2.2493
2010-05-27,2.2639
2010-05-28,2.2396
2010-05-31,2.2365
2010-06-01,2.2359
2010-06-02,2.2486
2010-06-04,2.202
2010-06-07,2.2228
2010-06-08,2.2281
2010-06-09,2.2095
2010-06-10,2.2026
2010-06-11,2.1899
2010-06-14,2.2081
2010-06-15,2.2153
2010-06-16,2.2007
2010-06-17,2.2038
2010-06-18,2.1965
2010-06-21,2.1745
2010-06-22,2.1699
2010-06-23,2.2054
2010-06-24,2.2081
2010-06-25,2.2016
2010-06-28,2.1915
2010-06-29,2.2051
2010-06-30,2.2043
2010-07-01,2.2491
2010-07-02,2.2327
2010-07-05,2.227
2010-07-06,2.2288
2010-07-07,2.2397
2010-07-08,2.2383
2010-07-09,2.2213
2010-07-12,2.2217
2010-07-13,2.2285
2010-07-14,2.2499
2010-07-15,2.2838
2010-07-16,2.3021
2010-07-19,2.3117
2010-07-20,2.2939
2010-07-21,2.2671
2010-07-22,2.2733
2010-07-23,2.2759
2010-07-26,2.298
2010-07-27,2.2947
2010-07-28,2.291
2010-07-29,2.31
2010-07-30,2.2942
2010-08-02,2.3049
2010-08-03,2.3279
2010-08-04,2.3129
2010-08-05,2.312
2010-08-06,2.3329
2010-08-09,2.3194
2010-08-10,2.3177
2010-08-11,2.2764
2010-08-12,2.2758
2010-08-13,2.2597
2010-08-16,2.2599
2010-08-17,2.2583
2010-08-18,2.2518
2010-08-19,2.2548
2010-08-20,2.2364
2010-08-23,2.229
2010-08-24,2.2478
2010-08-25,2.2352
2010-08-26,2.2398
2010-08-27,2.2344
2010-08-30,2.2274
2010-08-31,2.2261
2010-09-01,2.2321
2010-09-02,2.2258
2010-09-03,2.2287
2010-09-06,2.2219
2010-09-08,2.1911
2010-09-09,2.1904
2010-09-10,2.1861
2010-09-13,2.2101
